pas	CNTRL_29765	KD_29766	CNTRL_32682	KD_32683	PAS_overlap
chr12:+:113391623:TE	0.59	1.79	1.47	3.37	OVERLAP
chrX:+:17754132:TE	1.47	0.67	1.33	0.33	OK
chrX:+:17754984:TE	676.87	228.44	430.39	172.34	OK
chr16:+:1839615:TE	0.88	0.67	0.53	1.41	OK
chr16:+:1840217:TE	0.29	4.69	0.84	7.06	OK
chr2:+:5695632:TE	0.29	2.57	0.67	1.85	OK
chr2:+:5701384:TE	1.18	0.45	0.80	0.22	OK
chr10:+:6115622:TE	79.64	108.73	102.11	114.79	OVERLAP
chr10:+:6115751:TE	202.17	271.34	166.96	188.22	OVERLAP
chr10:+:6116831:TE	45.11	71.34	23.52	49.18	OK
chr10:+:6117443:TE	0.29	1.56	0.67	3.26	OK
chr2:+:24000744:TE	0.88	0.89	1.33	0.11	OVERLAP
chr2:+:24000830:TE	52.36	32.61	32.80	26.95	OVERLAP
chr2:+:24004166:TE	1.18	0.00	0.13	0.11	OK
chr4:-:39499420:TE	1.18	0.89	2.67	0.98	OVERLAP
chr4:-:39499334:TE	2.35	6.47	6.80	2.83	OVERLAP
chr4:-:39498921:TE	0.88	2.23	2.13	2.61	OVERLAP
chr4:-:39498760:TE	4.70	3.84	8.97	3.48	OVERLAP
chr6:+:7582898:TE	5.00	2.23	0.67	0.33	OK
chr6:+:7586572:TE	35.34	64.35	37.20	36.14	OVERLAP
chr6:+:7586703:TE	9.40	10.27	5.47	6.52	OVERLAP
chr16:+:69324657:TE	0.29	2.23	0.67	2.28	OVERLAP
chr16:+:69325042:TE	52.99	49.17	80.78	59.34	OVERLAP
chr16:+:69325128:TE	2.64	0.89	1.07	0.98	OVERLAP
chr16:+:69326844:TE	0.00	1.56	0.40	1.52	OVERLAP
chr16:+:69326938:TE	0.29	2.01	1.07	0.54	OVERLAP
chr14:-:24192895:TE	4.41	0.89	2.53	2.07	OVERLAP
chr14:-:24192710:TE	4.70	1.04	3.20	0.98	OVERLAP
chr3:+:119492867:TE	0.00	0.67	0.67	1.41	OVERLAP
chr3:+:119493139:TE	0.59	3.12	0.40	0.11	OVERLAP
chr3:+:119493194:TE	0.88	0.52	0.80	1.54	OVERLAP
chr3:+:119494565:TE	3.09	7.87	4.67	4.89	OVERLAP
chr3:+:119494727:TE	12.64	16.96	19.47	19.67	OVERLAP
chr11:-:1276625:TE	5.29	6.92	9.07	11.63	OK
chr11:-:1274372:TE	3.53	7.92	4.80	8.04	OK
chr16:-:48542493:TE	11.46	16.29	16.93	23.33	OK
chr16:-:48538728:TE	1.82	3.79	3.47	4.13	OK
chr1:-:153974497:TE	164.25	202.59	239.69	266.31	OVERLAP
chr1:-:153974271:TE	14.73	18.36	10.95	15.22	OVERLAP
chr8:-:492288:TE	3.53	4.24	3.73	3.04	OK
chr8:-:491647:TE	2.35	7.81	4.13	4.89	OVERLAP
chr8:-:491447:TE	1.47	1.56	0.80	1.41	OVERLAP
chr8:-:490204:TE	4.70	3.46	1.20	1.20	OVERLAP
chr8:-:489946:TE	16.53	36.23	21.77	23.06	OVERLAP
chr8:-:489789:TE	9.11	9.60	3.20	6.30	OVERLAP
chr12:+:27798169:TE	2.64	3.79	4.13	8.26	OK
chr12:+:27798994:TE	1.47	2.68	3.33	1.30	OVERLAP
chr12:+:27799356:TE	0.88	0.45	1.47	1.20	OVERLAP
chr12:+:27803039:TE	19.10	20.53	19.09	16.52	OK
chr19:+:16191138:TE	1.47	0.97	4.13	1.85	OK
chr19:+:16192044:TE	30.71	36.90	53.98	56.93	OK
chr11:-:95173166:TE	1.18	0.00	1.47	0.65	OVERLAP
chr11:-:95172953:TE	2.64	2.23	3.73	1.41	OVERLAP
chr11:-:95167951:TE	0.29	0.47	1.33	0.33	OK
chr11:-:95165542:TE	77.78	57.73	52.07	34.00	OK
chr12:-:48653425:TE	19.35	32.14	33.16	37.11	OVERLAP
chr12:-:48653366:TE	3.53	3.79	3.07	5.00	OVERLAP
chr15:+:75873493:EX	8.67	10.49	10.13	8.69	OVERLAP
chr15:+:75873521:EX	0.29	1.17	0.13	0.11	OVERLAP
chr7:-:550248:TE	1.47	0.22	1.07	0.76	OK
chr7:-:549186:TE	5.29	4.02	3.89	4.89	OK
chr15:-:83139065:TE	0.00	1.34	0.40	0.65	OK
chr15:-:83138441:TE	31.44	32.19	14.80	16.21	OVERLAP
chr15:-:83138178:TE	42.34	47.36	46.15	44.23	OVERLAP
chr15:-:83138036:TE	18.51	17.85	33.63	34.89	OVERLAP
chr15:-:83137799:TE	30.56	23.43	20.27	21.63	OVERLAP
chr15:-:83137149:TE	1.84	0.89	1.07	0.33	OVERLAP
chr15:-:83136855:TE	4.70	7.81	2.80	5.87	OVERLAP
chr15:-:83136236:TE	0.29	0.89	1.07	1.52	OVERLAP
chr15:-:83136130:TE	2.35	4.46	2.27	3.15	OVERLAP
chr15:-:83134120:TE	12.78	7.59	13.33	7.93	OVERLAP
chr15:-:83134077:TE	0.88	0.22	1.07	0.54	OVERLAP
chr22:+:17729135:TE	40.99	42.29	21.53	29.58	OVERLAP
chr22:+:17729203:TE	12.05	20.31	8.27	8.59	OVERLAP
chr22:+:17729242:TE	31.15	42.40	22.67	40.76	OVERLAP
chr22:+:17729525:TE	2.13	4.76	3.07	6.09	OVERLAP
chr22:+:17730616:TE	2.64	4.91	1.60	4.89	OK
chr3:+:169786769:TE	2.94	3.79	4.00	1.96	OVERLAP
chr3:+:169786824:TE	17.34	22.99	17.00	16.30	OVERLAP
chr3:+:169787163:TE	0.00	0.89	1.33	0.11	OVERLAP
chr3:+:169789086:TE	2.35	0.45	1.47	0.76	OVERLAP
chr3:+:169789175:TE	2.64	1.79	2.00	0.98	OVERLAP
chr19:+:57378464:TE	1.18	1.15	3.73	2.72	OVERLAP
chr19:+:57378732:TE	0.29	1.56	0.53	0.33	OVERLAP
chr19:+:57378855:TE	1.18	0.45	1.60	1.30	OVERLAP
chr8:-:109242999:TE	2.64	1.12	3.33	2.07	OVERLAP
chr8:-:109242676:TE	27.03	21.42	18.47	20.25	OVERLAP
chr8:-:109241286:TE	0.88	1.56	1.20	1.09	OVERLAP
chr8:-:109240920:TE	1.76	7.36	3.87	5.22	OVERLAP
chr5:+:10433699:TE	4.11	1.34	1.47	1.58	OVERLAP
chr5:+:10433968:TE	20.57	24.10	26.47	21.22	OVERLAP
chr5:+:10433999:TE	25.27	27.23	16.57	12.82	OVERLAP
chr5:+:10434233:TE	0.00	0.45	0.67	1.09	OVERLAP
chr5:+:10434288:TE	1.47	2.45	0.93	1.52	OVERLAP
chr5:+:10434827:TE	5.29	0.67	1.07	1.74	OVERLAP
chr5:+:10435220:TE	0.00	1.34	0.27	0.11	OVERLAP
chr5:+:10435370:TE	5.66	2.23	1.60	0.54	OVERLAP
chr5:+:10436969:TE	3.82	4.24	1.07	1.41	OVERLAP
chr5:+:10437038:TE	31.15	54.68	18.00	29.40	OVERLAP
chr5:+:10437286:TE	0.88	0.22	1.07	0.33	OVERLAP
chr5:+:10437383:TE	9.26	6.47	5.60	4.35	OVERLAP
chr5:+:10437648:TE	1.18	1.79	1.73	0.43	OVERLAP
chr5:+:10437848:TE	35.38	56.80	30.53	31.62	OVERLAP
chr6:+:73823929:TE	2.20	4.46	3.60	1.96	OK
chr6:+:73828312:TE	6.17	10.04	6.80	8.04	OK
chr22:+:39515772:TE	0.59	3.35	5.87	7.39	OVERLAP
chr22:+:39516150:TE	4.70	4.91	9.38	5.11	OVERLAP
chr22:+:39516378:TE	0.29	0.22	1.07	0.76	OVERLAP
chr22:+:39517273:TE	9.99	5.13	5.49	6.30	OVERLAP
chr22:+:39517386:TE	2.13	3.79	3.07	5.00	OVERLAP
chr22:+:39518131:TE	32.03	16.29	29.82	33.80	OK
chr5:+:122829742:TE	1.76	0.22	0.53	0.11	OVERLAP
chr5:+:122829770:TE	32.62	23.95	28.02	18.69	OVERLAP
chr21:+:38823465:TE	3.23	4.02	5.07	4.24	OVERLAP
chr21:+:38823798:TE	16.75	21.31	13.33	10.04	OVERLAP
chr1:+:185291493:TE	0.00	0.67	0.80	1.09	OVERLAP
chr1:+:185291685:TE	3.23	2.90	3.07	2.39	OVERLAP
chr7:-:50592581:TE	4.70	15.40	9.07	13.69	OVERLAP
chr7:-:50592297:TE	0.29	0.45	1.47	0.54	OVERLAP
chr7:-:50590052:TE	25.56	24.77	28.31	23.91	OK
chr9:-:120389200:TE	7.35	2.23	5.60	2.83	OVERLAP
chr9:-:120388876:TE	9.40	8.73	16.18	13.16	OVERLAP
chr5:-:150691367:TE	0.29	1.34	1.20	1.21	OK
chr5:-:150690793:TE	38.10	92.06	41.73	47.68	OK
chr4:-:182891254:TE	7.93	3.35	8.16	5.43	OK
chr4:-:182890262:TE	3.60	4.46	2.60	4.24	OVERLAP
chr4:-:182890092:TE	46.51	74.95	45.10	56.85	OVERLAP
chr4:+:56501946:TE	12.19	8.48	8.40	7.17	OVERLAP
chr4:+:56502099:TE	1.76	1.12	0.93	0.87	OVERLAP
chr4:+:56502882:TE	0.88	1.34	1.40	1.09	OVERLAP
chr4:+:56503100:TE	14.84	51.33	22.20	29.11	OVERLAP
chr2:+:63046034:TE	0.00	0.00	1.20	1.20	OK
chr2:+:63046484:TE	23.21	24.77	12.40	15.43	OK
chr14:+:24180159:TE	1.18	0.67	0.67	0.22	OVERLAP
chr14:+:24180267:TE	23.21	15.73	29.90	20.22	OVERLAP
chr3:-:52711139:TE	1.47	0.00	0.80	0.33	OVERLAP
chr3:-:52710787:TE	38.18	24.10	42.27	23.60	OVERLAP
chr3:-:52708444:TE	3.53	0.67	3.60	0.87	OK
chr5:-:78486073:TE	1.18	0.67	0.13	0.43	OK
chr5:-:78485231:TE	10.87	19.64	10.62	12.44	OK
chr6:-:18225500:TE	0.59	0.89	1.33	0.98	OVERLAP
chr6:-:18225430:TE	2.06	1.38	1.33	0.87	OVERLAP
chr6:-:18225278:TE	0.29	0.22	1.07	1.41	OVERLAP
chr6:-:18225232:TE	8.33	6.03	16.13	11.41	OVERLAP
chr6:-:18225092:TE	5.58	9.86	4.40	4.35	OVERLAP
chr6:-:18224587:TE	17.92	12.72	23.87	15.00	OVERLAP
chr6:-:18224444:TE	8.82	3.35	8.27	4.35	OVERLAP
chr6:-:18224342:TE	1.37	0.89	1.64	0.98	OVERLAP
chr6:-:18224166:TE	331.57	251.71	233.56	233.33	OVERLAP
chr6:-:18223864:TE	1.76	3.12	2.13	2.72	OVERLAP
chr1:+:116069404:TE	3.56	3.35	4.04	2.28	OK
chr1:+:116070053:TE	1.76	0.67	2.00	1.20	OK
chr16:+:24549117:TE	0.59	1.12	0.40	0.76	OVERLAP
chr16:+:24549400:TE	1.76	4.02	6.93	7.55	OVERLAP
chr1:-:39897196:TE	0.88	0.22	1.00	0.76	OK
chr1:-:39895429:TE	9.40	21.20	14.13	17.03	OK
chr21:-:33578188:TE	3.53	1.56	3.07	3.15	OVERLAP
chr21:-:33577893:TE	58.31	48.74	69.14	64.20	OVERLAP
chr21:-:33577742:TE	0.88	1.12	0.93	0.49	OVERLAP
chr21:-:33577556:TE	1.91	0.89	1.27	1.25	OVERLAP
chr21:-:33577521:TE	1.76	1.56	1.07	3.70	OVERLAP
chr17:-:73337649:TE	1.47	0.22	0.67	0.22	OK
chr17:-:73334385:TE	4.41	8.26	3.47	2.90	OK
chr7:+:129756014:TE	0.88	0.89	1.20	1.52	OK
chr7:+:129756723:TE	4.41	3.12	2.13	2.72	OVERLAP
chr7:+:129757072:TE	8.52	3.83	5.73	8.91	OVERLAP
chr2:-:45388764:TE	1.91	2.23	1.07	1.30	OVERLAP
chr2:-:45388681:TE	2.64	1.79	3.33	2.55	OVERLAP
chr11:+:18407145:TE	0.88	0.67	1.73	2.50	OVERLAP
chr11:+:18407396:TE	2.20	14.43	12.38	14.22	OVERLAP
chr11:+:18407451:TE	0.88	3.12	3.80	3.48	OVERLAP
chr11:+:18407544:TE	0.59	0.89	1.47	1.52	OVERLAP
chr11:+:18407705:TE	3.82	4.91	5.20	5.98	OVERLAP
chr11:+:18407782:TE	21.45	8.82	3.60	3.04	OVERLAP
chr11:+:18407846:TE	948.22	474.63	767.09	681.91	OVERLAP
chr11:+:18407926:TE	0.29	1.12	0.00	1.09	OVERLAP
chr11:+:18408214:TE	1.53	2.23	1.60	2.50	OVERLAP
chr19:-:6380249:TE	3.53	0.89	2.40	1.30	OVERLAP
chr19:-:6380177:TE	5.58	3.12	5.47	3.04	OVERLAP
chr19:-:6379545:TE	6.51	10.79	15.46	19.13	OK
chr15:-:48989150:TE	24.39	29.46	13.04	10.87	OVERLAP
chr15:-:48988788:TE	4.70	2.90	1.87	3.70	OVERLAP
chr15:-:48988622:TE	4.95	7.59	7.61	9.62	OVERLAP
chr14:+:58648274:TE	15.57	28.57	14.93	14.67	OVERLAP
chr14:+:58648318:TE	6.17	10.49	6.13	6.09	OVERLAP
chr14:-:63374730:TE	49.95	52.70	51.33	51.37	OK
chr14:-:63373881:TE	12.71	15.01	11.00	17.17	OVERLAP
chr14:-:63373758:TE	0.00	1.12	0.13	0.00	OVERLAP
chr14:-:63371950:TE	0.00	1.34	0.80	1.20	OK
chr14:-:63371364:TE	1.91	4.02	4.80	8.86	OK
chr4:-:113901187:TE	4.11	5.36	5.60	3.48	OVERLAP
chr4:-:113901098:TE	0.88	0.22	1.20	0.43	OVERLAP
chr4:-:113900284:TE	2.35	1.79	1.87	1.09	OK
chr15:+:73303446:TE	7.35	8.26	8.00	5.81	OK
chr15:+:73305202:TE	24.27	34.37	11.91	14.67	OK
chr14:-:49795889:EX	5.29	5.80	5.87	2.72	OVERLAP
chr14:-:49795791:EX	13.96	7.36	10.73	14.67	OVERLAP
chr15:+:74802900:TE	22.33	41.96	23.87	43.05	OVERLAP
chr15:+:74803171:TE	25.81	20.20	11.76	10.36	OVERLAP
chr15:-:74902651:TE	0.29	0.00	1.20	0.11	OK
chr15:-:74900967:TE	7.00	7.70	11.43	10.43	OK
chr15:-:74899993:TE	81.09	40.42	67.70	55.11	OK
chr18:+:34891350:TE	0.59	0.00	1.47	0.65	OVERLAP
chr18:+:34891401:TE	14.62	32.36	11.87	15.70	OVERLAP
chr15:+:78169250:TE	4.47	9.48	7.80	5.56	OVERLAP
chr15:+:78169441:TE	2.64	3.12	5.76	3.04	OVERLAP
chr15:+:78169625:TE	12.11	9.82	17.73	15.22	OVERLAP
chr15:+:78169671:TE	5.58	8.26	9.33	10.16	OVERLAP
chr15:+:78170541:TE	88.08	66.85	83.11	73.36	OK
chr1:+:47377276:TE	0.29	2.01	0.40	0.65	OVERLAP
chr1:+:47377654:TE	1.47	1.12	0.80	0.98	OVERLAP
chr1:+:47377787:TE	39.67	69.46	39.18	68.29	OVERLAP
chr1:+:47377866:TE	5.88	9.37	4.40	7.66	OVERLAP
chr1:+:47378838:TE	22.45	108.80	37.98	88.02	OK
chr11:+:110170597:TE	0.00	0.67	1.60	0.87	OK
chr11:+:110171706:TE	1.47	1.34	1.33	0.54	OVERLAP
chr11:+:110171839:TE	2.06	2.90	3.87	4.24	OVERLAP
chr2:-:85549979:TE	1.47	0.22	0.27	0.87	OVERLAP
chr2:-:85549723:TE	3.53	2.45	2.27	2.17	OVERLAP
chr2:-:85549349:TE	0.29	0.06	2.40	0.89	OVERLAP
chr2:-:85549070:TE	8.82	2.01	4.84	2.61	OVERLAP
chr2:-:85545921:TE	0.00	0.45	0.93	1.74	OK
chr2:-:85544854:TE	0.88	1.34	1.07	0.71	OK
chr15:-:43407216:TE	5.88	10.56	11.60	10.00	OK
chr15:-:43403065:TE	0.29	1.34	0.53	0.98	OK
chr11:+:69651495:TE	22.04	29.90	22.40	11.96	OVERLAP
chr11:+:69651608:TE	0.59	0.67	1.20	0.33	OVERLAP
chr11:+:69653451:TE	0.29	1.12	0.27	0.00	OK
chr11:+:69654473:TE	23.55	19.72	18.82	23.05	OK
chr21:-:33589710:TE	2.35	2.45	2.93	1.52	OVERLAP
chr21:-:33589602:TE	9.11	6.70	7.87	7.28	OVERLAP
chr21:-:33589467:TE	6.28	4.91	9.87	4.56	OVERLAP
chr21:-:33589344:TE	5.58	6.03	8.40	4.46	OVERLAP
chr6:-:89930192:TE	2.06	1.34	1.20	0.65	OK
chr6:-:89928477:TE	1.47	3.15	2.18	1.43	OK
chr6:-:89926535:TE	6.46	6.25	3.76	4.67	OK
chr22:-:19895015:TE	1.76	2.01	1.87	3.59	OVERLAP
chr22:-:19894656:TE	1.18	2.45	0.13	2.17	OVERLAP
chr1:+:211314586:TE	0.59	2.68	2.80	1.30	OVERLAP
chr1:+:211314832:TE	0.00	0.45	1.60	0.33	OVERLAP
chr1:+:211316017:TE	4.26	6.99	11.33	10.98	OVERLAP
chr1:+:211316394:TE	0.00	2.01	1.87	1.85	OVERLAP
chr11:-:82732296:TE	2.94	0.67	1.07	0.65	OVERLAP
chr11:-:82732006:TE	1.47	0.89	3.87	1.96	OVERLAP
chr7:-:132785364:TE	2.06	0.22	2.67	1.74	OK
chr7:-:132784869:TE	77.28	48.85	94.14	60.18	OK
chr11:+:8685696:TE	1.03	1.97	6.93	7.50	OVERLAP
chr11:+:8685745:TE	0.29	0.67	4.13	3.70	OVERLAP
chr11:+:8685785:TE	0.29	0.67	3.00	3.91	OVERLAP
chr11:+:8685848:TE	1112.76	1469.93	1666.94	1937.94	OVERLAP
chr11:+:8685989:TE	0.88	2.45	2.80	2.50	OVERLAP
chr11:+:8686048:TE	19.27	20.75	19.57	27.32	OVERLAP
chr11:+:8686743:TE	1.18	1.12	1.20	1.41	OVERLAP
chr11:+:8686847:TE	11.61	10.71	9.51	16.19	OVERLAP
chr11:+:8686931:TE	0.00	0.22	0.67	1.09	OVERLAP
chr11:+:8687528:TE	20.86	23.88	17.07	39.13	OVERLAP
chr11:+:8687628:TE	0.29	4.46	0.40	6.09	OVERLAP
chr11:+:8689644:TE	3.53	4.46	3.73	2.50	OK
chr19:+:33207639:TE	61.76	32.30	67.32	43.79	OK
chr19:+:33208861:TE	44.87	97.51	21.20	68.59	OK
chr8:-:140658622:TE	0.88	1.56	0.40	1.09	OVERLAP
chr8:-:140658385:TE	54.92	50.77	64.98	39.87	OVERLAP
chr8:-:76983067:TE	0.73	1.23	2.13	1.74	OVERLAP
chr8:-:76982921:TE	43.20	35.71	31.72	35.21	OVERLAP
chr8:-:76982047:TE	2.64	2.90	2.67	1.09	OK
chr8:-:76981494:TE	2.06	2.68	0.93	5.54	OK
chr3:+:11555082:TE	5.88	8.26	10.80	6.85	OK
chr3:+:11557666:TE	2.09	0.45	2.03	2.28	OK
chr9:-:19115913:TE	1.18	1.56	2.80	1.63	OVERLAP
chr9:-:19115816:TE	2.06	0.00	0.00	0.00	OVERLAP
chr9:-:19115762:TE	15.43	13.17	6.16	8.04	OVERLAP
chr19:+:51589737:TE	4.76	12.61	6.40	10.49	OK
chr19:+:51592508:TE	0.29	1.56	1.49	1.36	OK
chr1:-:46635041:TE	55.87	100.15	119.35	140.41	OK
chr1:-:46632742:TE	45.69	67.14	45.91	70.29	OK
chr9:-:86027700:TE	13.22	8.70	9.73	7.39	OK
chr9:-:86027141:TE	2.35	4.02	1.87	1.79	OK
chr9:-:86026133:TE	194.46	182.42	133.02	117.87	OK
chr15:-:59663778:TE	2.06	2.45	2.13	2.50	OK
chr15:-:59662852:TE	81.10	113.45	121.38	135.79	OK
chr15:-:59659146:TE	21.79	23.54	16.27	15.22	OK
chr10:+:110286484:TE	80.41	105.34	105.65	108.95	OVERLAP
chr10:+:110286634:TE	45.20	61.62	54.07	63.31	OVERLAP
chr10:+:110287363:TE	2.64	2.68	2.53	3.15	OK
chr7:+:2610277:TE	1.76	0.00	0.13	0.33	OK
chr7:+:2610896:TE	1.76	0.22	0.80	0.54	OK
chr7:+:2614728:TE	5.00	4.24	5.47	5.22	OK
chr6:-:166320031:TE	54.38	52.04	47.33	34.26	OVERLAP
chr6:-:166319977:TE	0.29	1.79	0.27	0.92	OVERLAP
chr6:-:166319859:TE	24.10	73.46	11.20	25.76	OVERLAP
chr6:-:166319730:TE	245.88	591.91	166.80	364.97	OVERLAP
chr2:+:169636478:TE	11.38	8.70	9.60	8.44	OVERLAP
chr2:+:169636567:TE	16.80	9.82	3.07	1.74	OVERLAP
chr2:+:169636591:TE	6.76	6.03	3.60	2.07	OVERLAP
chr2:+:169636625:TE	23.75	19.30	9.73	8.26	OVERLAP
chr2:+:169636873:TE	2.64	2.23	2.40	1.96	OVERLAP
chr2:+:169637743:TE	36.73	46.98	60.40	39.78	OK
chr2:+:169638334:TE	14.73	23.37	8.42	5.71	OK
chr2:+:169641425:TE	21.45	26.33	8.47	16.01	OK
chr1:+:109094813:TE	4.41	1.79	3.47	1.63	OK
chr1:+:109096933:TE	33.55	43.89	19.27	21.63	OK
chr22:+:37759919:TE	0.00	0.00	1.07	0.54	OVERLAP
chr22:+:37759952:TE	1.76	2.90	4.17	3.70	OVERLAP
chr22:+:37760350:TE	1.76	0.00	0.93	0.43	OVERLAP
chr6:+:167971431:TE	1.18	2.90	2.00	1.85	OK
chr6:+:167971908:TE	5.88	9.93	5.80	5.54	OVERLAP
chr6:+:167972022:TE	19.39	28.79	23.53	22.49	OVERLAP
chr1:+:184073344:TE	3.23	2.45	2.40	3.59	OK
chr1:+:184074228:TE	32.27	62.93	30.20	36.81	OK
chr9:-:132594289:TE	6.61	7.36	13.87	14.24	OK
chr9:-:132592998:TE	1.47	1.56	2.40	1.41	OK
chr20:-:47657680:TE	3.53	3.12	2.53	0.98	OVERLAP
chr20:-:47657407:TE	7.93	13.17	12.80	14.67	OVERLAP
chr17:-:19904769:TE	16.31	32.51	29.17	24.79	OVERLAP
chr17:-:19904698:TE	1.47	0.67	0.53	0.65	OVERLAP
chr17:-:19904597:TE	0.59	0.67	0.80	1.09	OVERLAP
chr17:-:19904477:TE	3.53	4.69	7.07	9.71	OVERLAP
chr17:-:19904305:TE	0.29	2.45	2.53	3.59	OVERLAP
chr17:-:64503062:TE	14.84	20.31	9.20	6.09	OVERLAP
chr17:-:64502942:TE	33.94	30.80	27.73	15.00	OVERLAP
chr12:+:12642308:TE	0.00	0.67	1.47	0.43	OVERLAP
chr12:+:12642449:TE	0.29	1.12	0.40	1.85	OVERLAP
chr12:+:12642601:TE	4.41	3.46	2.00	2.39	OVERLAP
chr12:+:12642954:TE	0.29	0.00	1.47	0.65	OVERLAP
chr12:+:12643478:TE	2.94	1.34	0.93	1.85	OK
chr12:+:12644023:TE	3.53	2.45	3.60	4.24	OVERLAP
chr12:+:12644331:TE	2.30	11.60	8.40	10.52	OVERLAP
chr12:+:12644924:TE	0.59	1.34	0.40	0.54	OVERLAP
chr12:+:12645107:TE	1.18	1.12	2.53	3.26	OVERLAP
chr13:+:40809829:TE	2.35	2.01	3.33	2.90	OVERLAP
chr13:+:40810110:TE	2.35	2.23	1.73	2.46	OVERLAP
chr1:+:63437139:TE	1.18	1.79	0.00	0.65	OVERLAP
chr1:+:63437205:TE	40.26	46.20	29.83	40.97	OVERLAP
chr1:+:63438035:TE	2.94	1.56	2.53	0.98	OK
chr2:+:47806952:TE	66.67	147.13	53.67	92.57	OVERLAP
chr2:+:47806999:TE	0.00	1.34	0.67	0.00	OVERLAP
chr14:+:93227112:TE	2.83	1.79	6.67	3.15	OK
chr14:+:93229227:TE	22.64	33.72	42.58	56.72	OK
chr2:-:32023992:TE	7.20	2.45	5.47	2.50	OVERLAP
chr2:-:32023906:TE	579.55	382.81	222.54	175.85	OVERLAP
chr14:-:58408904:TE	0.00	0.00	1.07	0.11	OVERLAP
chr14:-:58408747:TE	43.03	43.52	76.45	57.89	OVERLAP
chr14:-:58408649:TE	92.14	88.71	94.33	96.80	OVERLAP
chr14:-:58408496:TE	6.46	10.04	12.93	17.06	OVERLAP
chr20:+:35177211:TE	1.47	1.12	1.07	1.41	OVERLAP
chr20:+:35177361:TE	15.43	31.30	16.44	26.41	OVERLAP
chr17:-:27879230:TE	0.59	3.57	1.20	1.74	OK
chr17:-:27878360:TE	5.00	6.25	9.07	8.91	OVERLAP
chr17:-:27878315:TE	3.82	0.67	2.40	2.50	OVERLAP
chr1:+:224189692:TE	1.76	0.67	2.53	2.07	OK
chr1:+:224190127:EX	12.05	14.84	5.27	4.40	OVERLAP
chr1:+:224190341:EX	1.18	1.12	0.40	1.20	OVERLAP
chr8:+:41621295:TE	4.70	2.68	3.07	1.41	OK
chr8:+:41621933:TE	9.84	19.08	23.40	30.27	OK
chr8:+:41622852:TE	0.88	0.89	0.40	1.09	OVERLAP
chr8:+:41622890:TE	0.59	3.79	1.20	1.63	OVERLAP
chr2:+:203427545:TE	14.84	8.26	7.20	5.11	OVERLAP
chr2:+:203427597:TE	12.34	10.60	12.53	7.39	OVERLAP
chr2:+:203430264:TE	1.18	0.33	2.00	1.03	OVERLAP
chr2:+:203430341:TE	1.03	0.78	1.33	0.92	OVERLAP
chr2:+:203430603:TE	2.06	0.67	2.93	0.82	OVERLAP
chr2:+:203432168:TE	60.89	57.02	30.00	34.07	OK
chr6:-:83169123:TE	1.76	1.34	1.87	2.72	OVERLAP
chr6:-:83168911:TE	23.51	18.30	21.14	22.39	OVERLAP
chr6:-:83166588:TE	4.26	23.40	18.71	21.30	OK
chr6:-:83165481:TE	4.11	9.60	8.00	10.65	OK
chr6:-:83164876:TE	12.68	15.18	8.93	17.70	OK
chr17:+:29543582:TE	1.18	0.22	0.53	0.33	OK
chr17:+:29546633:TE	1.76	1.12	1.33	0.76	OK
chr17:+:29551898:TE	53.81	61.15	50.97	52.71	OK
chr5:+:176507567:TE	1.18	1.12	0.13	0.43	OVERLAP
chr5:+:176507636:TE	2.35	7.59	4.67	8.26	OVERLAP
chr5:+:176510073:TE	62.19	66.17	37.53	36.19	OK
chr16:+:58519103:TE	16.01	11.83	30.40	21.59	OVERLAP
chr16:+:58519152:TE	2.06	0.56	1.33	1.30	OVERLAP
chr16:+:58519518:TE	3.23	0.22	4.80	0.98	OVERLAP
chr16:+:58520526:TE	10.28	7.14	7.87	6.09	OK
chr16:+:58521180:TE	2.20	0.22	0.80	0.54	OK
chr3:-:56622860:TE	32.27	38.61	40.40	31.16	OK
chr3:-:56622393:TE	0.59	1.12	0.40	0.43	OVERLAP
chr3:-:56622082:TE	1.47	0.89	1.33	0.87	OVERLAP
chr16:-:89969919:TE	1.76	0.22	1.20	1.30	OVERLAP
chr16:-:89969866:TE	5.29	3.12	8.93	6.09	OVERLAP
chr16:-:89969776:TE	8.91	6.70	12.93	7.06	OVERLAP
chr2:-:24789970:TE	4.78	2.45	6.00	3.15	OVERLAP
chr2:-:24789731:TE	2.64	1.79	5.07	4.06	OVERLAP
chr6:-:43340266:TE	12.05	4.02	2.40	0.57	OK
chr6:-:43336846:TE	8.52	9.15	4.80	4.89	OK
chr6:-:43336127:TE	0.59	1.45	2.00	2.17	OVERLAP
chr6:-:43336071:TE	12.64	15.18	8.58	9.48	OVERLAP
chr14:+:55044517:TE	3.82	7.81	2.53	4.89	OVERLAP
chr14:+:55044573:TE	1.76	3.12	0.53	1.74	OVERLAP
chr14:+:55044876:TE	1.76	2.45	4.67	1.85	OVERLAP
chr14:+:55045435:TE	2.94	0.67	1.07	0.98	OK
chr14:+:55046710:TE	1.18	4.24	4.67	6.30	OK
chr14:+:55048454:TE	1.47	1.56	1.47	0.87	OK
chr14:+:55049485:TE	53.60	54.31	49.78	39.56	OK
chrX:+:118826908:TE	2.06	0.73	0.93	0.87	OVERLAP
chrX:+:118826982:TE	53.34	29.88	45.82	34.37	OVERLAP
chr8:-:24952483:TE	4.11	3.57	3.60	2.10	OVERLAP
chr8:-:24952376:TE	32.19	53.56	39.93	42.12	OVERLAP
